"ko" "pathway" "path" "log" "padj" "factor"
"ko:K04354" "path:ko03015" "mRNA surveillance pathway" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko05160" "Hepatitis C" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko04151" "PI3K-Akt signaling pathway" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko04728" "Dopaminergic synapse" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K04354" "path:ko05142" "Chagas disease (American trypanosomiasis)" -2.06905050845931 0.0272671624006379 "Menthol_Menthol_vs_Control"
"ko:K05759" "path:ko05131" "Shigellosis" -0.762139824807948 0.483790277431978 "Menthol_Menthol_vs_Control"
"ko:K05759" "path:ko04013" "MAPK signaling pathway - fly" -0.762139824807948 0.483790277431978 "Menthol_Menthol_vs_Control"
"ko:K05759" "path:ko04013" "MAPK signaling pathway - fly" -0.762139824807948 0.483790277431978 "Menthol_Menthol_vs_Control"
"ko:K05759" "path:ko04810" "Regulation of actin cytoskeleton" -0.762139824807948 0.483790277431978 "Menthol_Menthol_vs_Control"
"ko:K05759" "path:ko04810" "Regulation of actin cytoskeleton" -0.762139824807948 0.483790277431978 "Menthol_Menthol_vs_Control"
"ko:K05759" "path:ko05131" "Shigellosis" -0.762139824807948 0.483790277431978 "Menthol_Menthol_vs_Control"
"ko:K05759" "path:ko05132" "Salmonella infection" -0.762139824807948 0.483790277431978 "Menthol_Menthol_vs_Control"
"ko:K05759" "path:ko04015" "Rap1 signaling pathway" -0.762139824807948 0.483790277431978 "Menthol_Menthol_vs_Control"
"ko:K05759" "path:ko04015" "Rap1 signaling pathway" -0.762139824807948 0.483790277431978 "Menthol_Menthol_vs_Control"
"ko:K05759" "path:ko05132" "Salmonella infection" -0.762139824807948 0.483790277431978 "Menthol_Menthol_vs_Control"
"ko:K11251" "path:ko05322" "Systemic lupus erythematosus" 1.06705205803772 0.483790277431978 "Menthol_Menthol_vs_Control"
"ko:K11251" "path:ko05034" "Alcoholism" 1.06705205803772 0.483790277431978 "Menthol_Menthol_vs_Control"
"ko:K11251" "path:ko04217" "Necroptosis" 1.06705205803772 0.483790277431978 "Menthol_Menthol_vs_Control"
"ko:K11251" "path:ko05322" "Systemic lupus erythematosus" 1.06705205803772 0.483790277431978 "Menthol_Menthol_vs_Control"
"ko:K11251" "path:ko04217" "Necroptosis" 1.06705205803772 0.483790277431978 "Menthol_Menthol_vs_Control"
"ko:K11251" "path:ko05034" "Alcoholism" 1.06705205803772 0.483790277431978 "Menthol_Menthol_vs_Control"
"ko:K16186" "path:ko04150" "mTOR signaling pathway" 1.62736714791196 0.146249464607037 "Menthol_Menthol_vs_Control"
"ko:K16186" "path:ko04150" "mTOR signaling pathway" 1.62736714791196 0.146249464607037 "Menthol_Menthol_vs_Control"
"ko:K16186" "path:ko05131" "Shigellosis" 1.62736714791196 0.146249464607037 "Menthol_Menthol_vs_Control"
"ko:K16186" "path:ko04140" "Autophagy - animal" 1.62736714791196 0.146249464607037 "Menthol_Menthol_vs_Control"
"ko:K16186" "path:ko04140" "Autophagy - animal" 1.62736714791196 0.146249464607037 "Menthol_Menthol_vs_Control"
"ko:K16186" "path:ko05131" "Shigellosis" 1.62736714791196 0.146249464607037 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko04110" "Cell cycle" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko04114" "Oocyte meiosis" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko05203" "Viral carcinogenesis" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko04390" "Hippo signaling pathway" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko04151" "PI3K-Akt signaling pathway" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko04151" "PI3K-Akt signaling pathway" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko04110" "Cell cycle" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko05160" "Hepatitis C" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko04013" "MAPK signaling pathway - fly" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko04013" "MAPK signaling pathway - fly" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko04114" "Oocyte meiosis" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko05203" "Viral carcinogenesis" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko05161" "Hepatitis B" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko05161" "Hepatitis B" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko04212" "Longevity regulating pathway - worm" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko04390" "Hippo signaling pathway" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko04212" "Longevity regulating pathway - worm" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko04391" "Hippo signaling pathway - fly" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko05160" "Hepatitis C" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K16197" "path:ko04391" "Hippo signaling pathway - fly" -1.30024521685881 0.193918102273326 "Menthol_Menthol_vs_Control"
"ko:K17920" "path:ko04144" "Endocytosis" 1.1187378248571 1.14045883696373e-06 "Menthol_Menthol_vs_Control"
"ko:K17920" "path:ko04144" "Endocytosis" 1.1187378248571 1.14045883696373e-06 "Menthol_Menthol_vs_Control"
